stock_code,stock_name,fund_count,total_change,avg_change,max_change,min_change,行业
300394,天孚通信,11,22.680000000000003,2.061818181818182,5.409999999999999,0.33000000000000007,
600536,中国软件,3,6.98,2.3266666666666667,3.49,0.47000000000000064,
688702,盛科通信,2,6.699999999999999,3.3499999999999996,3.3499999999999996,3.3499999999999996,
