stock_code,stock_name,fund_count,total_change,avg_change,max_change,min_change,行业
300502,新易盛,64,205.40000000000003,3.2093750000000005,9.49,0.10999999999999943,
300308,中际旭创,26,79.51,3.058076923076923,6.09,0.08000000000000007,
300750,宁德时代,21,24.06000000000001,1.1457142857142861,2.3200000000000003,0.08000000000000007,
300394,天孚通信,13,33.440000000000005,2.572307692307693,5.409999999999999,0.33000000000000007,
600536,中国软件,3,6.98,2.3266666666666667,3.49,0.47000000000000064,
688702,盛科通信,2,6.699999999999999,3.3499999999999996,3.3499999999999996,3.3499999999999996,
